name	chr	start	end	height	pval	gene_name	description
chirp_peak_192	Pf3D7_07_v3	1381150	1381500	100.4666462709086	1.5331364523137763e-15	PF3D7_0731800	alpha/beta hydrolase putative
chirp_peak_193	Pf3D7_14_v3	2121900	2122200	100.43829013232516	5.4633534415828604e-17	PF3D7_1451800	sortilin
chirp_peak_194	Pf3D7_06_v3	627100	627450	100.35322171657481	1.2806364085492993e-08	PF3D7_0615200	conserved protein unknown function
chirp_peak_195	Pf3D7_04_v3	206550	206750	100.07569491815828	8.612520065985917e-12	PF3D7_0403700	pre-mRNA-splicing factor CLF1 putative
chirp_peak_196	Pf3D7_11_v3	699900	700200	99.74145584257485	1.1327911669179156e-07	PF3D7_1118400	haloacid dehalogenase-like hydrolase putative
chirp_peak_197	Pf3D7_14_v3	2713400	2713700	99.7130997039914	2.34788973248313e-12	PF3D7_1466300	26S proteasome regulatory subunit RPN2 putative
chirp_peak_198	Pf3D7_14_v3	66050	66350	99.68474356540796	1.9249713343250276e-16	PF3D7_1401700	conserved Plasmodium protein unknown function
chirp_peak_199	Pf3D7_10_v3	1278900	1279250	99.68474356540796	3.806584214170289e-15	PF3D7_1031600	conserved Plasmodium protein unknown function
chirp_peak_200	Pf3D7_04_v3	498650	499050	99.68474356540796	2.8675195812714406e-13	PF3D7_0411000	conserved Plasmodium protein unknown function
chirp_peak_201	Pf3D7_13_v3	717400	717700	99.57131901107415	1.598060369747807e-15	PF3D7_1317100	DNA replication licensing factor MCM4
chirp_peak_202	Pf3D7_13_v3	776900	777200	99.48625059532381	1.1922802325614854e-10	PF3D7_1318800	translocation protein SEC63 putative
chirp_peak_203	Pf3D7_07_v3	971850	972250	99.23707993549073	1.0646873606687505e-13	PF3D7_0723100	protein CPH1 putative
chirp_peak_204	Pf3D7_02_v3	776850	777050	99.23707993549073	2.5759694443972483e-11	PF3D7_0219500	pseudouridine synthase putative
chirp_peak_205	Pf3D7_04_v3	211400	211550	99.23707993549073	8.822198468252917e-09	PF3D7_0403800	alpha/beta hydrolase putative
chirp_peak_206	Pf3D7_10_v3	808950	809150	99.04462155282457	1.3595511435220871e-09	PF3D7_1019900	autophagy-related protein 8
chirp_peak_207	Pf3D7_05_v3	338550	338900	98.98790927565767	4.699009030843725e-14	PF3D7_0508200	longevity-assurance (LAG1) protein putative
chirp_peak_208	Pf3D7_10_v3	389450	389700	98.93119699849076	2.202868525777934e-11	PF3D7_1009700	tubulin--tyrosine ligase putative
chirp_peak_209	Pf3D7_03_v3	561550	561850	98.87448472132385	1.7766890708270113e-14	PF3D7_0313800	conserved Plasmodium protein unknown function
chirp_peak_210	Pf3D7_03_v3	479500	479850	98.87448472132385	5.012433872810169e-10	PF3D7_0311300	phosphatidylinositol 3- and 4-kinase putative
chirp_peak_211	Pf3D7_13_v3	1532900	1533200	98.76106016699006	2.445539370022541e-15	PF3D7_1337900	conserved Plasmodium protein unknown function
chirp_peak_212	Pf3D7_12_v3	650150	650500	98.59695792290734	6.70403740838091e-12	PF3D7_1216200	glycerol-3-phosphate dehydrogenase [NAD(+)] putative
